"Serie","Folio","cfdiUUID","Tipo","Fecha","Hora","RFC","Receptor","Estado","Primer Concepto","Forma de pago","Método de pago","Moneda","Tipo de Cambio","Subtotal","Impuesto Retenido IVA","Impuesto Retenido ISR","Impuesto Trasladado IVA","Impuesto Trasladado IEPS","Impuesto Local Retenido","Impuesto Local Trasladado","Descuento","Total","Fecha Inicial de Pago","Fecha Final de Pago","Subtotal MXN","Impuesto Retenido IVA MXN","Impuesto Retenido ISR MXN","Impuesto Trasladado IVA MXN","Impuesto Trasladado IEPS MXN","Impuesto Local Retenido MXN","Impuesto Local Trasladado MXN","Descuento MXN","Total MXN",
"","192","7BC2B7F8-B6D2-4BBF-826D-19C3514C297E","Complemento de Pagos","28/08/2020","19:36:10","CEL010427SV0","Celtas S de RL de CV","Vigente","Pago","","","Los códigos asignados para las transacciones en que intervenga ninguna moneda","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","",""
"","193","4115C07B-B7CB-4295-9969-E5E22E804516","Factura","18/09/2020","18:13:58","CEL010427SV0","Celtas S de RL de CV","Vigente","Servicio de jardinería integral","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","5000.00","0.00","0.00","800.00","0.00","0.00","0.00","0.00","5800.00","","","5000.00","0.00","0.00","800.00","0.00","0.00","0.00","0.00","5800.00","",""
"","194","09B46E9A-746C-4C7C-9C8C-E3D76B6A11A6","Factura","22/10/2020","22:24:39","CEL010427SV0","Celtas S de RL de CV","Vigente","Servicio de jardinería integral","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","5000.00","0.00","0.00","800.00","0.00","0.00","0.00","0.00","5800.00","","","5000.00","0.00","0.00","800.00","0.00","0.00","0.00","0.00","5800.00","",""
"","195","D2343677-89A5-4FED-9D0E-1F08034E4C1C","Complemento de Pagos","26/10/2020","12:41:38","CEL010427SV0","Celtas S de RL de CV","Vigente","Pago","","","Los códigos asignados para las transacciones en que intervenga ninguna moneda","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","",""
"","196","02E7E25B-ED69-4876-9BA9-D48888D4E618","Complemento de Pagos","26/10/2020","12:57:21","CEL010427SV0","Celtas S de RL de CV","Vigente","Pago","","","Los códigos asignados para las transacciones en que intervenga ninguna moneda","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","",""
"","197","9D560B67-51EA-4E18-ABA6-97364E8B7674","Complemento de Pagos","05/11/2020","07:55:20","CEL010427SV0","Celtas S de RL de CV","Vigente","Pago","","","Los códigos asignados para las transacciones en que intervenga ninguna moneda","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","",""
"","198","5D00A5DC-8C99-4468-A784-F503389CE343","Factura","23/11/2020","13:40:58","CEL010427SV0","Celtas S de RL de CV","Vigente","Servicio de jardinería integral","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","5000.00","0.00","0.00","800.00","0.00","0.00","0.00","0.00","5800.00","","","5000.00","0.00","0.00","800.00","0.00","0.00","0.00","0.00","5800.00","",""
"","199","A2A5B55B-C47D-4F0C-9A35-3FBC8A5248F1","Complemento de Pagos","03/12/2020","20:28:47","CEL010427SV0","Celtas S de RL de CV","Vigente","Pago","","","Los códigos asignados para las transacciones en que intervenga ninguna moneda","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","",""
"","200","22798EAB-B766-449B-A040-56C1781B2B72","Factura","19/12/2020","21:43:35","CEL010427SV0","Celtas S de RL de CV","Vigente","Servicio de jardinería integral","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","5000.00","0.00","0.00","800.00","0.00","0.00","0.00","0.00","5800.00","","","5000.00","0.00","0.00","800.00","0.00","0.00","0.00","0.00","5800.00","",""
"","201","E0D9ADC2-907A-4C2E-B0E2-38C33AB859B6","Complemento de Pagos","31/12/2020","00:04:52","CEL010427SV0","Celtas S de RL de CV","Vigente","Pago","","","Los códigos asignados para las transacciones en que intervenga ninguna moneda","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","",""
El reporte incluye comprobantes del folio 172 al 201.
*En las últimas columnas podrá encontrar los impuestos y totales en moneda nacional (MXN).
